GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	2C_Embryo1	2C_Embryo1-Q	2C_Embryo2	2C_Embryo2-Q	2C_Embryo3	2C_Embryo3-Q	4C_Embryo1	4C_Embryo1-Q	4C_Embryo2	4C_Embryo2-Q	4C_Embryo3	4C_Embryo3-Q
RPL13A	HsaALTD0005513-1/2	chr19:49991809-49991847	0	chr19:49991809-49991847+49991863,49993107	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
RPL13A	HsaALTD0005513-2/2	chr19:49991809-49991863	16	chr19:49991809-49991847+49991863,49993107	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
RPL13A	HsaALTD0005514-1/2	chr19:49993107-49993169	0	chr19:49993107-49993169+49993347,49993489	Alt5	100.00	Pass	100.00	Pass	96.57	Pass	100.00	Pass	100.00	Pass	100.00	Pass
RPL13A	HsaALTD0005514-2/2	chr19:49993107-49993347	178	chr19:49993107-49993169+49993347,49993489	Alt5	0.00	Pass	0.00	Pass	3.43	Pass	0.00	Pass	0.00	Pass	0.00	Pass
RPL13A	HsaALTD0005515-2/2	chr19:49993107-49993179	10	chr19:49993107-49993169+49993179,49993732	Alt5	0.00	Fail	0.00	Fail	1.69	Fail	0.00	Fail	6.43	Fail	0.00	Fail
RPL13A	HsaALTD0005516-1/2	chr19:49993497-49993552	0	chr19:49993497-49993552+49993554,49993758	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	3.23	Fail	0.00	Fail	0.00	Fail
RPL13A	HsaALTD0005516-2/2	chr19:49993497-49993554	2	chr19:49993497-49993552+49993554,49993758	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	96.77	Fail	100.00	Fail	100.00	Fail
NOSIP	HsaALTD0004357-1/2	chr19:50082398-50082547	0	chr19:50082398+50082393-50082547,50063949	Alt5	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
NOSIP	HsaALTD0004357-2/2	chr19:50082393-50082547	5	chr19:50082398+50082393-50082547,50063949	Alt5	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
RCN3	HsaALTD0005349-1/2	chr19:50031489-50031537	0	chr19:50031489-50031537+50031638,50031724	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RCN3	HsaALTD0005349-2/2	chr19:50031489-50031638	101	chr19:50031489-50031537+50031638,50031724	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C1orf222	HsaALTD0000908-1/2	chr1:1916825-1916929	0	chr1:1916825+1916778-1916929,1905637	Alt5	100.00	Fail	66.67	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail
C1orf222	HsaALTD0000908-2/2	chr1:1916778-1916929	47	chr1:1916825+1916778-1916929,1905637	Alt5	0.00	Fail	33.33	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail
EPHA2	HsaALTD0002256-1/2	chr1:16458264-16458356	0	chr1:16458264+16458216-16458356,16456914	Alt5	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
EPHA2	HsaALTD0002256-2/2	chr1:16458216-16458356	48	chr1:16458264+16458216-16458356,16456914	Alt5	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
CNKSR1	HsaALTD0001497-1/2	chr1:-26504071	0	chr1:-26504071+26504090,26506944	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CNKSR1	HsaALTD0001497-2/2	chr1:-26504090	19	chr1:-26504071+26504090,26506944	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CNKSR1	HsaALTD0001498-1/2	chr1:26509837-26509905	0	chr1:26509837-26509905+26509926,26510220	Alt5	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail
CNKSR1	HsaALTD0001498-2/2	chr1:26509837-26509926	21	chr1:26509837-26509905+26509926,26510220	Alt5	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail
RPL11	HsaALTD0005509-1/2	chr1:24021216-24021278	0	chr1:24021216-24021278+24021281,24022288	Alt5	0.01	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.01	Pass
RPL11	HsaALTD0005509-2/2	chr1:24021216-24021281	3	chr1:24021216-24021278+24021281,24022288	Alt5	99.99	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.99	Pass
KIAA0319L	HsaALTD0003433-1/3	chr1:36022963-36022976	0	chr1:36022963+36022808+36022649-36022976,36020120	Alt5	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
KIAA0319L	HsaALTD0003433-2/3	chr1:36022808-36022976	155	chr1:36022963+36022808+36022649-36022976,36020120	Alt5	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
KIAA0319L	HsaALTD0003433-3/3	chr1:36022649-36022976	314	chr1:36022963+36022808+36022649-36022976,36020120	Alt5	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
KIAA0319L	HsaALTD0003434-1/2	chr1:35909766-35909831	0	chr1:35909766+35909762-35909831,35908629	Alt5	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
KIAA0319L	HsaALTD0003434-2/2	chr1:35909762-35909831	4	chr1:35909766+35909762-35909831,35908629	Alt5	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
KIAA0319L	HsaALTD0003435-1/2	chr1:36020501-36020588	0	chr1:36020501+36020390-36020588,36020120	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
KIAA0319L	HsaALTD0003435-2/2	chr1:36020390-36020588	111	chr1:36020501+36020390-36020588,36020120	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PLK4	HsaALTD0004850-1/2	chr4:128813520-128813553	0	chr4:128813520-128813553+128813669,128814440	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
PLK4	HsaALTD0004850-2/2	chr4:128813520-128813669	116	chr4:128813520-128813553+128813669,128814440	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
PLK4	HsaALTD0004851-1/2	chr4:128806863-128807781	0	chr4:128806863-128807781+128807883,128808551	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	100.00	Fail	64.29	Fail	0.00	Fail
PLK4	HsaALTD0004851-2/2	chr4:128806863-128807883	102	chr4:128806863-128807781+128807883,128808551	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	0.00	Fail	35.71	Fail	100.00	Fail
SYTL1	HsaALTD0006344-1/2	chr1:-27668641	0	chr1:-27668641+27668858,27671788	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SYTL1	HsaALTD0006344-2/2	chr1:-27668858	217	chr1:-27668641+27668858,27671788	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NBPF3	HsaALTD0004186-1/2	chr1:21804637-21804689	0	chr1:21804637-21804689+21804800,21805842	Alt5	NA	Fail	40.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
NBPF3	HsaALTD0004186-2/2	chr1:21804637-21804800	111	chr1:21804637-21804689+21804800,21805842	Alt5	NA	Fail	60.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
HSPG2	HsaALTD0003139-1/2	chr1:22214434-22214543	0	chr1:22214434+22214431-22214543,22214167	Alt5	NA	Fail	0.00	Fail	NA	Fail	0.00	Pass	NA	Fail	NA	Fail
HSPG2	HsaALTD0003139-2/2	chr1:22214431-22214543	3	chr1:22214434+22214431-22214543,22214167	Alt5	NA	Fail	100.00	Fail	NA	Fail	100.00	Pass	NA	Fail	NA	Fail
HSPG2	HsaALTD0003140-1/2	chr1:22213916-22214028	0	chr1:22213916+22213913-22214028,22213827	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HSPG2	HsaALTD0003140-2/2	chr1:22213913-22214028	3	chr1:22213916+22213913-22214028,22213827	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HSPG2	HsaALTD0003141-1/2	chr1:22168750-22168803	0	chr1:22168750+22168732-22168803,22168635	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HSPG2	HsaALTD0003141-2/2	chr1:22168732-22168803	18	chr1:22168750+22168732-22168803,22168635	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HSPG2	HsaALTD0003142-1/3	chr1:22168101-22168166	0	chr1:22168101+22168068+22168032-22168166,22167778	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HSPG2	HsaALTD0003142-2/3	chr1:22168068-22168166	33	chr1:22168101+22168068+22168032-22168166,22167778	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HSPG2	HsaALTD0003142-3/3	chr1:22168032-22168166	69	chr1:22168101+22168068+22168032-22168166,22167778	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HSPG2	HsaALTD0003143-1/2	chr1:22165975-22166039	0	chr1:22165975+22165864-22166039,22165578	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HSPG2	HsaALTD0003143-2/2	chr1:22165864-22166039	111	chr1:22165975+22165864-22166039,22165578	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ITGB3BP	HsaALTD0003345-1/3	chr1:63952304-63952444	0	chr1:63952304+63952262+63952240-63952444,63944504	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ITGB3BP	HsaALTD0003345-2/3	chr1:63952262-63952444	42	chr1:63952304+63952262+63952240-63952444,63944504	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ITGB3BP	HsaALTD0003345-3/3	chr1:63952240-63952444	64	chr1:63952304+63952262+63952240-63952444,63944504	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
BCL10	HsaALTD0000678-1/2	chr1:85741979-85742479	0	chr1:85741979+85741483-85742479,85736589	Alt5	98.21	Pass	100.00	Pass	100.00	Pass	100.00	Pass	96.97	Pass	100.00	Pass
BCL10	HsaALTD0000678-2/2	chr1:85741483-85742479	496	chr1:85741979+85741483-85742479,85736589	Alt5	1.79	Pass	0.00	Pass	0.00	Pass	0.00	Pass	3.03	Pass	0.00	Pass
CYR61	HsaALTD0001779-1/2	chr1:86048099-86048268	0	chr1:86048099-86048268+86048307,86048423	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Pass
CYR61	HsaALTD0001779-2/2	chr1:86048099-86048307	39	chr1:86048099-86048268+86048307,86048423	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Pass
RPS8	HsaALTD0005598-1/3	chr1:45242395-45242411	0	chr1:45242395-45242411+45242444+45242446,45243286	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
RPS8	HsaALTD0005598-2/3	chr1:45242395-45242444	33	chr1:45242395-45242411+45242444+45242446,45243286	Alt5	0.00	Pass	0.03	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.01	Pass
RPS8	HsaALTD0005598-3/3	chr1:45242395-45242446	35	chr1:45242395-45242411+45242444+45242446,45243286	Alt5	100.00	Pass	99.97	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.99	Pass
RPS8	HsaALTD0005599-1/2	chr1:45243286-45243344	0	chr1:45243286-45243344+45243409,45243672	Alt5	25.55	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail
RPS8	HsaALTD0005599-2/2	chr1:45243286-45243409	65	chr1:45243286-45243344+45243409,45243672	Alt5	74.45	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail
KIF2C	HsaALTD0003480-1/2	chr1:-45205674	0	chr1:-45205674+45205714,45206585	Alt5	100.00	Pass	98.89	Pass	99.18	Pass	100.00	Pass	99.23	Pass	98.64	Pass
KIF2C	HsaALTD0003480-2/2	chr1:-45205714	40	chr1:-45205674+45205714,45206585	Alt5	0.00	Pass	1.11	Pass	0.82	Pass	0.00	Pass	0.77	Pass	1.36	Pass
PTPRF	HsaALTD0005170-1/2	chr1:44069087-44069198	0	chr1:44069087-44069198+44069204,44069282	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
PTPRF	HsaALTD0005170-2/2	chr1:44069087-44069204	6	chr1:44069087-44069198+44069204,44069282	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
PTPRF	HsaALTD0005171-1/2	chr1:44084959-44085154	0	chr1:44084959-44085154+44085244,44085351	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
PTPRF	HsaALTD0005171-2/2	chr1:44084959-44085244	90	chr1:44084959-44085154+44085244,44085351	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail
PTPRF	HsaALTD0005172-1/2	chr1:44086128-44086224	0	chr1:44086128-44086224+44086250,44086509	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Pass
PTPRF	HsaALTD0005172-2/2	chr1:44086128-44086250	26	chr1:44086128-44086224+44086250,44086509	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Pass
MTF2	HsaALTD0004069-1/2	chr1:93576102-93576183	0	chr1:93576102-93576183+93576187,93580245	Alt5	98.01	Pass	97.51	Pass	98.16	Pass	96.46	Pass	96.11	Pass	95.58	Pass
MTF2	HsaALTD0004069-2/2	chr1:93576102-93576187	4	chr1:93576102-93576183+93576187,93580245	Alt5	1.99	Pass	2.49	Pass	1.84	Pass	3.54	Pass	3.89	Pass	4.42	Pass
C1orf162	HsaALTD0000900-1/2	chr1:112019429-112019489	0	chr1:112019429-112019489+112019700,112019956	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C1orf162	HsaALTD0000900-2/2	chr1:112019429-112019700	211	chr1:112019429-112019489+112019700,112019956	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CELSR2	HsaALTD0001355-1/2	chr1:109811734-109811827	0	chr1:109811734-109811827+109811912,109812046	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CELSR2	HsaALTD0001355-2/2	chr1:109811734-109811912	85	chr1:109811734-109811827+109811912,109812046	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ITGA10	HsaALTD0003326-1/2	chr1:145532120-145532230	0	chr1:145532120-145532230+145532265,145532457	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ITGA10	HsaALTD0003326-2/2	chr1:145532120-145532265	35	chr1:145532120-145532230+145532265,145532457	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GPR161	HsaALTD0002863-1/2	chr1:168105495-168105621	0	chr1:168105495+168105248-168105621,168074132	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GPR161	HsaALTD0002863-2/2	chr1:168105248-168105621	247	chr1:168105495+168105248-168105621,168074132	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ALDH9A1	HsaALTD0000258-1/2	chr1:165667615-	0	chr1:165667615+165667487-,165664634	Alt5	100.00	Pass	99.19	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ALDH9A1	HsaALTD0000258-2/2	chr1:165667487-	128	chr1:165667615+165667487-,165664634	Alt5	0.00	Pass	0.81	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
NME7	HsaALTD0004334-1/2	chr1:169138685-169138792	0	chr1:169138685+169138671-169138792,169102055	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.15	Pass
NME7	HsaALTD0004334-2/2	chr1:169138671-169138792	14	chr1:169138685+169138671-169138792,169102055	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.85	Pass
POGK	HsaALTD0004913-1/2	chr1:-166808841	0	chr1:-166808841+166809006,166810192	Alt5	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
POGK	HsaALTD0004913-2/2	chr1:-166809006	165	chr1:-166808841+166809006,166810192	Alt5	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
DCAF6	HsaALTD0001815-1/2	chr1:168014319-168014441	0	chr1:168014319-168014441+168014465,168032859	Alt5	0.00	Pass	0.21	Pass	0.42	Pass	0.00	Pass	0.44	Pass	1.69	Pass
DCAF6	HsaALTD0001815-2/2	chr1:168014319-168014465	24	chr1:168014319-168014441+168014465,168032859	Alt5	100.00	Pass	99.79	Pass	99.58	Pass	100.00	Pass	99.56	Pass	98.31	Pass
UCK2	HsaALTD0007015-1/2	chr1:165865459-165865502	0	chr1:165865459-165865502+165865569,165872419	Alt5	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
UCK2	HsaALTD0007015-2/2	chr1:165865459-165865569	67	chr1:165865459-165865502+165865569,165872419	Alt5	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
TMCO1	HsaALTD0006575-1/3	chr1:165737996-	0	chr1:165737996+165737919+165737719-,165737506	Alt5	6.17	Pass	7.64	Pass	6.87	Pass	8.89	Pass	0.00	Pass	5.12	Pass
TMCO1	HsaALTD0006575-2/3	chr1:165737919-	77	chr1:165737996+165737919+165737719-,165737506	Alt5	93.52	Pass	91.27	Pass	89.35	Pass	85.28	Pass	100.00	Pass	94.88	Pass
TMCO1	HsaALTD0006575-3/3	chr1:165737719-	277	chr1:165737996+165737919+165737719-,165737506	Alt5	0.31	Pass	1.09	Pass	3.78	Pass	5.83	Pass	0.00	Pass	0.00	Pass
RFWD2	HsaALTD0005370-1/2	chr1:176132963-176133027	0	chr1:176132963+176132951-176133027,176132124	Alt5	20.32	Fail	6.46	Fail	35.58	Pass	44.14	Pass	0.00	Fail	21.64	Pass
RFWD2	HsaALTD0005370-2/2	chr1:176132951-176133027	12	chr1:176132963+176132951-176133027,176132124	Alt5	79.68	Fail	93.54	Fail	64.42	Pass	55.86	Pass	100.00	Fail	78.36	Pass
RFWD2	HsaALTD0005371-1/2	chr1:176132021-176132124	0	chr1:176132021+176132005-176132124,176104222	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
RFWD2	HsaALTD0005371-2/2	chr1:176132005-176132124	16	chr1:176132021+176132005-176132124,176104222	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
UFC1	HsaALTD0007019-1/2	chr1:161123847-161123860	0	chr1:161123847-161123860+161123910,161126740	Alt5	2.52	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
UFC1	HsaALTD0007019-2/2	chr1:161123847-161123910	50	chr1:161123847-161123860+161123910,161126740	Alt5	97.48	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
PPOX	HsaALTD0004989-1/2	chr1:-161136401	0	chr1:-161136401+161136462,161136630	Alt5	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	8.33	Fail
PPOX	HsaALTD0004989-2/2	chr1:-161136462	61	chr1:-161136401+161136462,161136630	Alt5	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	91.67	Fail
NUF2	HsaALTD0004439-1/2	chr1:-163291856	0	chr1:-163291856+163292002,163295822	Alt5	28.22	Pass	27.62	Pass	28.80	Pass	12.86	Pass	30.00	Pass	25.40	Pass
NUF2	HsaALTD0004439-2/2	chr1:-163292002	146	chr1:-163291856+163292002,163295822	Alt5	71.78	Pass	72.38	Pass	71.20	Pass	87.14	Pass	70.00	Pass	74.60	Pass
USP21	HsaALTD0007071-1/2	chr1:161133345-161133405	0	chr1:161133345-161133405+161133409,161133668	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
USP21	HsaALTD0007071-2/2	chr1:161133345-161133409	4	chr1:161133345-161133405+161133409,161133668	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
USP21	HsaALTD0007072-1/2	chr1:161133669-161133712	0	chr1:161133669-161133712+161133771,161133954	Alt5	3.44	Fail	0.00	Fail	1.14	Pass	0.00	Pass	0.73	Pass	0.00	Pass
USP21	HsaALTD0007072-2/2	chr1:161133669-161133771	59	chr1:161133669-161133712+161133771,161133954	Alt5	96.56	Fail	100.00	Fail	98.86	Pass	100.00	Pass	99.27	Pass	100.00	Pass
C1orf66	HsaALTD0000916-1/2	chr1:156703264-156703312	0	chr1:156703264-156703312+156703417,156705517	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
C1orf66	HsaALTD0000916-2/2	chr1:156703264-156703417	105	chr1:156703264-156703312+156703417,156705517	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
MRPL24	HsaALTD0004015-1/3	chr1:156710845-156710880	0	chr1:156710845+156710804+156710723-156710880,156708556	Alt5	50.00	Fail	75.00	Fail	100.00	Fail	100.00	Fail	50.00	Fail	100.00	Fail
MRPL24	HsaALTD0004015-2/3	chr1:156710804-156710880	41	chr1:156710845+156710804+156710723-156710880,156708556	Alt5	50.00	Fail	25.00	Fail	0.00	Fail	0.00	Fail	50.00	Fail	0.00	Fail
MRPL24	HsaALTD0004015-3/3	chr1:156710723-156710880	122	chr1:156710845+156710804+156710723-156710880,156708556	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
MRPL24	HsaALTD0004016-1/2	chr1:156710256-156710340	0	chr1:156710256+156710171-156710340,156708556	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MRPL24	HsaALTD0004016-2/2	chr1:156710171-156710340	85	chr1:156710256+156710171-156710340,156708556	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MRPL24	HsaALTD0004017-1/2	chr1:156708362-156708498	0	chr1:156708362+156708314-156708498,156708230	Alt5	0.00	Fail	0.00	Fail	NA	Fail	0.00	Pass	0.00	Fail	0.00	Fail
MRPL24	HsaALTD0004017-2/2	chr1:156708314-156708498	48	chr1:156708362+156708314-156708498,156708230	Alt5	100.00	Fail	100.00	Fail	NA	Fail	100.00	Pass	100.00	Fail	100.00	Fail
MRPL24	HsaALTD0004018-1/2	chr1:156708215-156708224	0	chr1:156708215+156708135-156708224,156707926	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail
MRPL24	HsaALTD0004018-2/2	chr1:156708135-156708224	80	chr1:156708215+156708135-156708224,156707926	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Fail
ISG20L2	HsaALTD0003317-1/2	chr1:156698207-	0	chr1:156698207+156698146-,156697561	Alt5	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
ISG20L2	HsaALTD0003317-2/2	chr1:156698146-	61	chr1:156698207+156698146-,156697561	Alt5	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
HDGF	HsaALTD0002990-1/2	chr1:156719682-156719820	0	chr1:156719682+156719656-156719820,156715165	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HDGF	HsaALTD0002990-2/2	chr1:156719656-156719820	26	chr1:156719682+156719656-156719820,156715165	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
XPR1	HsaALTD0007255-1/2	chr1:180772529-180772706	0	chr1:180772529-180772706+180772747,180775198	Alt5	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
XPR1	HsaALTD0007255-2/2	chr1:180772529-180772747	41	chr1:180772529-180772706+180772747,180775198	Alt5	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
HMCN1	HsaALTD0003060-1/2	chr1:185931650-185931791	0	chr1:185931650-185931791+185931798,185932900	Alt5	94.23	Pass	97.50	Pass	89.47	Pass	100.00	Pass	100.00	Pass	98.71	Pass
HMCN1	HsaALTD0003060-2/2	chr1:185931650-185931798	7	chr1:185931650-185931791+185931798,185932900	Alt5	5.77	Pass	2.50	Pass	10.53	Pass	0.00	Pass	0.00	Pass	1.29	Pass
ZNF687	HsaALTD0007498-1/2	chr1:-151254184	0	chr1:-151254184+151254197,151258751	Alt5	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZNF687	HsaALTD0007498-2/2	chr1:-151254197	13	chr1:-151254184+151254197,151258751	Alt5	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZNF687	HsaALTD0007499-1/2	chr1:151254791-151254871	0	chr1:151254791-151254871+151255079,151258751	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
ZNF687	HsaALTD0007499-2/2	chr1:151254791-151255079	208	chr1:151254791-151254871+151255079,151258751	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
SNX27	HsaALTD0006130-1/2	chr1:-151584857	0	chr1:-151584857+151584988,151611364	Alt5	4.17	Pass	17.43	Pass	4.90	Fail	40.02	Pass	23.24	Fail	0.00	Pass
SNX27	HsaALTD0006130-2/2	chr1:-151584988	131	chr1:-151584857+151584988,151611364	Alt5	95.83	Pass	82.57	Pass	95.10	Fail	59.98	Pass	76.76	Fail	100.00	Pass
SETDB1	HsaALTD0005816-1/4	chr1:150898957-150898993	0	chr1:150898957-150898993+150899007+150899020+150899039,150900180	Alt5	100.00	Pass	100.00	Pass	96.59	Pass	22.08	Fail	100.00	Pass	100.00	Pass
SETDB1	HsaALTD0005816-2/4	chr1:150898957-150899007	14	chr1:150898957-150898993+150899007+150899020+150899039,150900180	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass
SETDB1	HsaALTD0005816-3/4	chr1:150898957-150899020	27	chr1:150898957-150898993+150899007+150899020+150899039,150900180	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass
